,elapsed_time,age,evaluation_year,tree,FullDataSet False Positives,FullDataSet False Negatives,FullDataSet Num Elements,id,optimization,generation
240,5.40873,1.0,0,"myPlanckTaper(AdaBoostLearner(myGaussian(myBartlettHann(ARG0, 0), 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",106.8,10.0,34.0,241,1,15
241,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,242,1,15
242,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,243,1,15
243,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,244,1,15
244,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,245,1,15
245,5.487,1.0,9,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 1, 0.01)",6.6,48.4,43.0,246,1,15
246,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,247,1,16
247,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,248,1,16
248,5.5687,1.0,0,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, ifThenElseFloat(falseBool, 0.01, 0.1))",10.6,21.4,45.0,249,1,16
249,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,250,1,16
250,7.15376,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), 42, 0.615788985864941)",16.6,18.4,28.0,251,1,16
251,5.45242,1.0,0,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 2, 0.01)",11.2,21.4,40.0,252,1,16
252,5.55023,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,28.0,253,1,16
253,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,254,1,16
254,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,255,1,16
255,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,256,1,16
256,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,257,1,16
257,7.12559,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [7, -12]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,36.0,258,1,16
258,19.3241,0.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(ModifyLearnerInt(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), falseBool, 5), [1, -1]), passInt(3), myFloatDiv(100.0, passFloat(10.0)))",,,,259,1,16
259,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,260,1,16
260,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,261,1,16
261,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,262,1,16
262,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,263,1,16
263,5.53644,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntSub(9, 2), 1.0)",38.2,17.4,48.0,264,1,16
264,165.033,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(255, equal(passFloat(myIntToFloat(150)), myFloatSub(myFloatMult(0.8732385292242792, 10.0), myFloatMult(10.0, 0.01)))), 0.01)",4.0,45.6,54.0,265,1,16
265,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,266,1,16
266,49.085,1.0,0,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 2), 0.01)",5.2,43.6,46.0,267,1,16
267,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,268,1,16
268,5.46753,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntSub(5, trueBool), 0.01)",11.2,21.0,43.0,269,1,16
269,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,270,1,16
270,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,271,1,16
271,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,272,1,16
272,5.40266,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntSub(255, myIntSub(4, 2)), 1.0)",3.8,46.8,55.0,273,1,16
273,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,274,1,16
274,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,275,1,16
275,9.57524,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), myIntSub(255, 2), 0.615788985864941)",17.4,18.2,44.0,276,1,16
276,40.8649,1.0,0,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), 255, 0.01)",5.2,43.6,43.0,277,1,16
277,5.40873,1.0,0,"myPlanckTaper(AdaBoostLearner(myGaussian(myBartlettHann(ARG0, 0), 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",106.8,10.0,34.0,278,1,16
278,5.56848,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,30.0,279,1,16
279,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,280,1,16
280,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,281,1,16
281,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,282,1,16
282,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,283,2,0
283,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,284,2,0
284,127.088,1.0,17,"myBartlettHann(BaggedLearner(ARG0, ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01)), passTriState(passTriState(passTriState(0))))",13.6,19.0,43.0,285,2,0
285,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,286,2,0
286,125.185,1.0,17,"AdaBoostLearner(myVarThresh(ARG0, 0.01), learnerType('Bayes', None), myIntSub(4, 2), 1.0)",103.6,7.4,52.0,287,2,0
287,132.059,1.0,17,"AdaBoostLearner(ARG0, learnerType('Trees', {'criterion': 0, 'splitter': 0}), 32, 0.01)",16.4,20.4,32.0,288,2,0
288,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,289,2,0
289,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,290,2,0
290,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,291,2,0
291,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,292,2,0
292,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,293,2,0
293,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,294,2,0
294,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,295,2,0
295,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,296,2,0
296,5.50101,1.0,16,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(0))",11.6,21.0,30.0,297,2,0
297,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,298,2,0
298,131.55,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(5, falseBool), 0.1)",15.0,18.6,54.0,299,2,0
299,5.38758,1.0,16,"AdaBoostLearner(scSubInt(myProd(ARG0, 1), 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 1.0)",15.6,18.8,48.0,300,2,0
300,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,301,2,0
301,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,302,2,0
302,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,303,2,0
303,112.408,1.0,17,"BaggedLearner(randShuffle(myGaussian(ARG0, 100.0, 1)), learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",14.4,19.2,33.0,304,2,0
304,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,305,2,0
305,159.722,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 100.0), myIntSub(255, myIntSub(4, 2)), 1.0)",16.8,17.4,50.0,306,2,0
306,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,307,2,0
307,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,308,2,0
308,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,309,2,0
309,5.40266,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntSub(255, myIntSub(4, 2)), 1.0)",3.8,46.8,55.0,310,2,0
310,131.915,1.0,16,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntSub(255, 2), 1.3850572426509853)",8.8,37.6,53.0,311,2,0
311,5.39663,1.0,17,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(0))",6.6,48.4,38.0,312,2,0
312,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,313,2,0
313,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,314,2,0
314,139.08,1.0,16,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), 1)",16.6,19.2,31.0,315,2,0
315,114.927,1.0,17,"BaggedLearner(randShuffle(ARG0), learnerType('Bayes', None))",19.4,19.2,30.0,316,2,0
316,137.659,1.0,17,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 255, 0.01)",4.0,45.6,47.0,317,2,0
317,114.677,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 4.277402487995257, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(1))",18.8,19.0,32.0,318,2,0
318,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,319,2,1
319,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,320,2,1
320,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,321,2,1
321,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,322,2,1
322,125.185,1.0,17,"AdaBoostLearner(myVarThresh(ARG0, 0.01), learnerType('Bayes', None), myIntSub(4, 2), 1.0)",103.6,7.4,52.0,323,2,1
323,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,324,2,1
324,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,325,2,1
325,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,326,2,1
326,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,327,2,1
327,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,328,2,1
328,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,329,2,1
329,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,330,2,1
330,127.264,1.0,16,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 128, myIntToFloat(10))",86.2,12.8,49.0,331,2,1
331,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,332,2,1
332,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,333,2,1
333,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,334,2,1
334,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,335,2,1
335,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,336,2,1
336,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,337,2,1
337,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,338,2,1
338,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,339,2,1
339,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,340,2,1
340,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,341,2,1
341,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,342,2,1
342,5.40266,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntSub(255, myIntSub(4, 2)), 1.0)",3.8,46.8,55.0,343,2,1
343,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,344,2,1
344,131.915,1.0,16,"AdaBoostLearner(myGaussian(ARG0, 100.0, 0), learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntSub(255, 2), 1.3850572426509853)",8.8,37.6,53.0,345,2,1
345,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,346,2,1
346,5.39663,1.0,17,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(0))",6.6,48.4,38.0,347,2,1
347,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,348,2,1
348,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,349,2,1
349,137.659,1.0,17,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 255, 0.01)",4.0,45.6,47.0,350,2,1
350,114.677,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 4.277402487995257, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, 0.1)), passTriState(1))",18.8,19.0,32.0,351,2,1
351,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,352,2,1
352,132.044,1.0,1,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 2, 1.0)",3.8,47.2,44.0,353,2,1
353,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,354,2,2
354,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,355,2,2
355,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,356,2,2
